"ano";"quilometragem";"estado_conservacao";"preco"
2022;80402;"Ruim";34666
2023;135035;"Regular";16769
2020;225752;"Bom";18671
2022;129334;"Excelente";29400
2009;237592;"Regular";11624
2012;89454;"Bom";34981
2016;98265;"Bom";28311
2018;208979;"Regular";13284
2015;205074;"Excelente";26891
2013;85765;"Regular";26698
2010;206555;"Excelente";11611
2018;230016;"Ruim";10734
2016;105625;"Bom";42457
2020;90593;"Excelente";47443
2024;215883;"Bom";20127
2018;130918;"Regular";17421
2009;62831;"Bom";28572
2016;73441;"Bom";37416
2005;105795;"Bom";29102
2005;184386;"Regular";15672
2014;97611;"Bom";42140
2022;190195;"Excelente";26691
2005;12336;"Regular";18988
2005;163528;"Ruim";13331
2011;54672;"Excelente";53134
2011;59650;"Bom";25936
2021;40129;"Regular";46542
2022;46150;"Bom";35796
2005;67294;"Excelente";33835
2009;128880;"Excelente";35997
2015;84777;"Bom";41437
2019;67787;"Excelente";44808
2017;199420;"Excelente";27793
2007;77181;"Excelente";49894
2020;91985;"Bom";29339
2009;217060;"Excelente";20636
2010;115461;"Regular";23904
2009;181730;"Bom";17101
2017;170319;"Ruim";12529
2009;242334;"Regular";10000
2006;200344;"Bom";18274
2017;184826;"Excelente";31156
2023;231701;"Bom";16138
2017;124230;"Bom";25055
2014;211706;"Bom";17794
2016;29453;"Bom";51296
2017;43714;"Regular";30994
2007;201887;"Bom";14239
2005;65986;"Regular";23647
2022;54590;"Bom";53051
2024;223921;"Ruim";13700
2020;226646;"Regular";12214
2022;134143;"Regular";23552
2021;245200;"Bom";17413
2021;114509;"Regular";18807
2024;48040;"Ruim";38720
2017;216244;"Excelente";21211
2016;50782;"Bom";30968
2005;239533;"Ruim";10000
2010;201700;"Ruim";10223
2009;104905;"Ruim";19235
2006;116203;"Bom";35188
2020;166103;"Excelente";32672
2009;208224;"Ruim";10152
2014;207925;"Bom";18557
2016;198349;"Bom";27566
2017;245188;"Bom";10000
2019;125664;"Bom";24373
2005;228416;"Bom";10000
2009;54768;"Bom";39412
2022;198976;"Excelente";22676
2007;224412;"Bom";20096
2016;135461;"Regular";24881
2010;66282;"Excelente";31820
2017;36685;"Excelente";74040
2005;208466;"Bom";17379
2005;80259;"Bom";28300
2006;196866;"Excelente";20004
2011;248983;"Excelente";14207
2021;9803;"Excelente";85554
2021;182394;"Regular";22841
2009;11740;"Bom";27337
2017;84284;"Excelente";32041
2006;54864;"Excelente";44328
2013;164516;"Excelente";23820
2011;237289;"Bom";10000
2024;75227;"Excelente";67162
2021;78513;"Bom";42264
2019;222447;"Bom";10000
2012;103062;"Bom";28328
2022;150963;"Excelente";29724
2019;84021;"Bom";27355
2015;39748;"Bom";37844
2012;6010;"Bom";59042
2013;74707;"Excelente";38652
2014;227312;"Excelente";15526
2024;157688;"Excelente";27431
2020;202197;"Bom";14285
2010;140969;"Excelente";23227
2021;150926;"Ruim";13832
2005;115905;"Regular";33489
2007;29636;"Regular";22629
2021;121329;"Ruim";30343
2010;228132;"Excelente";11625
2018;25381;"Excelente";52982
2006;186232;"Bom";24408
2013;111153;"Excelente";39275
2017;184785;"Regular";15571
2019;62455;"Regular";36074
2013;198451;"Excelente";23355
2018;92932;"Bom";52949
2013;138644;"Bom";21662
2008;191613;"Bom";11430
2024;187516;"Regular";15119
2008;217031;"Bom";17002
2015;136616;"Regular";22791
2013;249061;"Bom";11496
2005;216565;"Excelente";17476
2005;69205;"Regular";24005
2020;184847;"Excelente";27622
2005;184073;"Bom";19284
2008;187934;"Excelente";18784
2006;113739;"Bom";30238
2024;191837;"Excelente";31363
2011;127255;"Bom";35443
2023;95379;"Excelente";33425
2011;96721;"Ruim";20912
2014;185712;"Bom";10000
2011;87421;"Regular";31285
2007;214647;"Bom";17347
2009;109492;"Bom";41586
2021;165311;"Regular";26645
2023;60532;"Excelente";44630
2011;47816;"Regular";32916
2023;146491;"Bom";36264
2009;77528;"Bom";24852
2017;160829;"Regular";16761
2005;68801;"Regular";31948
2006;135101;"Excelente";46806
2005;205799;"Bom";13431
2006;232862;"Bom";15894
2019;166428;"Bom";19790
2024;241740;"Excelente";14333
2018;81714;"Ruim";21280
2010;248827;"Ruim";13849
2023;219530;"Excelente";20622
2005;187889;"Excelente";16716
2009;161458;"Ruim";19814
2006;186427;"Regular";22354
2007;147551;"Bom";19641
2007;144317;"Excelente";16285
2008;120757;"Bom";15827
2007;134674;"Bom";24327
2008;17155;"Regular";26701
2018;165981;"Bom";23045
2011;249292;"Regular";11453
2014;93625;"Bom";32356
2018;67291;"Bom";52213
2022;70742;"Regular";48593
2016;111905;"Regular";24020
2015;33920;"Ruim";21039
2013;66535;"Regular";45436
2023;105478;"Excelente";43589
2022;190759;"Excelente";34042
2018;158123;"Regular";16094
2008;175151;"Ruim";19758
2007;198110;"Ruim";14159
2024;91636;"Excelente";67188
2010;32763;"Excelente";49574
2019;98857;"Excelente";46011
2005;28314;"Bom";40785
2023;14373;"Ruim";30503
2016;84354;"Ruim";21430
2024;228518;"Bom";19060
2012;112652;"Bom";25502
2012;71621;"Bom";26478
2015;228146;"Regular";11149
2010;94889;"Excelente";39895
2015;214456;"Bom";10000
2013;184289;"Bom";17274
2007;199037;"Bom";13638
2020;74815;"Excelente";34084
2020;243664;"Bom";14531
2024;80992;"Bom";39424
2008;240597;"Bom";12410
2016;12399;"Regular";37609
2012;98551;"Excelente";36664
2013;96636;"Regular";26204
2006;40450;"Excelente";29544
2020;26238;"Regular";53768
2024;29747;"Excelente";78830
2023;198129;"Bom";22141
2023;146219;"Bom";36529
2021;117143;"Excelente";38480
2010;216210;"Excelente";24343
2011;132232;"Bom";30181
2013;90410;"Bom";30687
2021;238286;"Bom";10000
2018;220223;"Bom";18113
2016;6007;"Bom";51060
2009;212045;"Excelente";17651
2016;101081;"Ruim";22550
2008;143667;"Bom";24770
2007;108467;"Ruim";20016
2005;15307;"Excelente";61362
2015;196891;"Excelente";17564
2013;170067;"Bom";15428
2013;45408;"Ruim";31088
2006;218137;"Excelente";16120
2014;87103;"Excelente";35239
2024;20881;"Ruim";31976
2012;70927;"Regular";29262
2023;187872;"Bom";33974
2008;157436;"Bom";19360
2010;238840;"Bom";15336
2019;125033;"Excelente";40097
2012;157496;"Bom";31009
2022;171012;"Bom";23045
2012;213416;"Bom";24729
2015;76455;"Bom";35129
2007;97526;"Regular";24695
2021;99130;"Ruim";17596
2010;205848;"Regular";15117
2013;112506;"Regular";23664
2008;82850;"Excelente";47759
2024;104447;"Excelente";45297
2006;36891;"Regular";26814
2007;31944;"Excelente";45374
2018;208373;"Bom";17538
2010;240072;"Excelente";17706
2010;231301;"Bom";15636
2019;226385;"Regular";16395
2022;199214;"Bom";16945
2016;114070;"Regular";24869
2015;148129;"Bom";36886
2020;132389;"Bom";32755
2011;154631;"Regular";22869
2016;62843;"Regular";46126
2007;90662;"Regular";18989
2010;157537;"Ruim";10794
2007;201951;"Bom";14660
2012;23461;"Excelente";52136
2016;51437;"Excelente";37730
2016;174907;"Regular";20267
2013;60074;"Ruim";19081
2012;10419;"Bom";47041
2020;16611;"Bom";40245
2017;41743;"Regular";47255
2005;204540;"Excelente";24965
2011;243797;"Excelente";10000
2006;187675;"Regular";13461
2010;119880;"Excelente";41390
2012;205735;"Bom";11256
2012;102527;"Excelente";43573
2024;116395;"Excelente";51516
2010;116095;"Excelente";33415
2012;211483;"Excelente";17073
2007;78906;"Bom";25470
2022;211242;"Bom";19685
2021;208014;"Regular";16177
2020;164350;"Excelente";28675
2005;104504;"Excelente";25435
2014;27102;"Ruim";22864
2011;191881;"Bom";15472
2020;233617;"Bom";15901
2022;241665;"Excelente";12753
2023;31430;"Excelente";59041
2008;235242;"Bom";18491
2015;194594;"Excelente";22118
2013;83394;"Regular";30171
2014;220852;"Ruim";13978
2016;123086;"Bom";38920
2007;18837;"Regular";34524
2011;197990;"Regular";11423
2024;186618;"Regular";28402
2008;57173;"Bom";27071
2017;174056;"Regular";28850
2005;45095;"Excelente";31488
2023;147219;"Ruim";25337
2020;158323;"Bom";21229
2015;188833;"Bom";17653
2014;230041;"Bom";14493
2008;176978;"Ruim";16884
2015;98472;"Regular";37704
2023;89887;"Regular";29968
2019;143390;"Bom";31016
2013;91046;"Bom";34343
2023;16633;"Excelente";82606
2018;138522;"Regular";14882
2010;214091;"Regular";11308
2013;120027;"Regular";36193
2013;74322;"Bom";41044
2017;90656;"Bom";29915
2020;169326;"Bom";32775
2012;167800;"Regular";20829
2024;45572;"Regular";40770
2008;56488;"Bom";30649
2010;69389;"Excelente";54732
2023;206601;"Regular";22722
2020;246697;"Regular";17668
2005;194244;"Bom";20170
2015;243728;"Bom";20374
2012;230960;"Regular";14781
2006;58437;"Bom";32777
2009;204438;"Regular";21612
2012;194914;"Bom";14426
2024;249386;"Bom";16060
2017;58046;"Ruim";31938
2021;78271;"Bom";46173
2018;88854;"Bom";30625
2014;14098;"Bom";32740
2007;203490;"Regular";16095
2024;178455;"Regular";19181
2011;114032;"Excelente";48871
2009;150218;"Excelente";32415
2022;234532;"Excelente";16410
2007;89323;"Regular";29320
2019;216978;"Regular";12484
2006;142186;"Bom";32864
2021;21716;"Excelente";44391
2006;8313;"Regular";27651
2006;58211;"Bom";21767
2014;240409;"Excelente";16178
2016;48801;"Bom";47413
2011;190104;"Excelente";19019
2006;197563;"Excelente";21914
2006;171169;"Bom";13936
2017;64827;"Bom";35796
2015;75107;"Bom";41484
2019;45231;"Bom";62921
2007;129392;"Ruim";25355
2019;100854;"Excelente";48082
2008;8416;"Regular";34946
2020;54409;"Excelente";61999
2012;171059;"Ruim";18812
2021;59435;"Bom";67415
2010;64589;"Bom";36530
2013;221975;"Bom";16286
2023;78192;"Bom";36628
2009;42157;"Excelente";49863
2024;83262;"Bom";56591
2012;16046;"Bom";55403
2019;238892;"Ruim";11019
2024;221453;"Bom";24258
2006;202636;"Excelente";13060
2010;234797;"Bom";18108
2011;164672;"Bom";18517
2015;226756;"Ruim";11924
2005;38549;"Regular";30520
2022;80703;"Regular";39845
2010;172298;"Bom";18869
2007;220997;"Bom";14559
2020;14218;"Excelente";47099
2016;100293;"Bom";36747
2017;215524;"Bom";14774
2010;157597;"Excelente";24571
2011;108083;"Excelente";34355
2018;40349;"Ruim";16950
2008;125158;"Ruim";20318
2005;194850;"Bom";23095
2010;242607;"Bom";15880
2022;22431;"Bom";54613
2020;236045;"Regular";11932
2013;34424;"Excelente";48964
2018;38011;"Ruim";34246
2017;23934;"Regular";51373
2013;170174;"Regular";24150
2011;224634;"Bom";10598
2005;243991;"Regular";14240
2015;14588;"Bom";50850
2021;179991;"Bom";18621
2024;173866;"Bom";12884
2016;159432;"Bom";19703
2007;206807;"Bom";11885
2022;138281;"Regular";23040
2007;231763;"Bom";12566
2006;146255;"Regular";21878
2013;244138;"Bom";15506
2020;26527;"Bom";45132
2006;24643;"Regular";32802
2014;7237;"Bom";58723
2010;212840;"Bom";13456
2006;16112;"Regular";32573
2015;24495;"Regular";45338
2013;115315;"Bom";30530
2019;122266;"Excelente";35320
2011;119196;"Ruim";28083
2020;208444;"Bom";20812
2019;30552;"Bom";63650
2024;75640;"Excelente";37220
2013;105644;"Bom";37999
2006;139727;"Regular";12543
2008;112934;"Bom";23066
2022;241485;"Bom";14255
2008;72699;"Bom";46426
2015;143365;"Bom";37243
2019;11193;"Regular";39111
2017;62501;"Bom";52649
2023;92778;"Ruim";29594
2007;181244;"Bom";22540
2011;70433;"Excelente";32414
2024;56218;"Excelente";43331
2023;203851;"Bom";21768
2010;111431;"Excelente";27294
2011;95712;"Regular";25612
2013;200625;"Ruim";16363
2009;160923;"Ruim";13062
2011;54532;"Bom";40349
2017;217466;"Regular";22592
2018;230807;"Regular";10000
2012;146970;"Bom";19295
2021;214991;"Regular";10000
2009;206957;"Bom";22193
2007;115499;"Excelente";37440
2017;46131;"Bom";38206
2017;194051;"Ruim";17042
2012;22758;"Bom";45318
2010;227438;"Ruim";10000
2024;97242;"Bom";40244
2023;25157;"Excelente";81724
2018;209999;"Bom";15498
2021;184946;"Regular";22849
2007;215823;"Bom";15084
2019;25853;"Bom";68073
2022;159470;"Bom";21916
2008;86488;"Ruim";19035
2020;51954;"Bom";29223
2011;233629;"Bom";11203
2008;35709;"Regular";28595
2020;190386;"Regular";26876
2015;213614;"Excelente";24547
2006;240806;"Bom";10000
2005;5110;"Bom";36035
2023;184047;"Bom";28954
2014;184892;"Regular";23607
2024;208051;"Bom";11932
2021;89102;"Bom";32984
2011;6439;"Regular";33937
2014;31541;"Bom";41162
2014;25265;"Excelente";41339
2009;197187;"Regular";13911
2019;154298;"Bom";33510
2017;172167;"Bom";18990
2013;8160;"Excelente";45108
2015;93714;"Regular";23138
2012;94776;"Excelente";54018
2021;129237;"Regular";29217
2009;70246;"Bom";27850
2014;97775;"Regular";27661
2010;170784;"Excelente";19352
2021;249858;"Bom";22362
2022;130233;"Bom";27974
2019;177426;"Excelente";33046
2011;207776;"Regular";14989
2023;218450;"Excelente";18854
2020;67410;"Bom";51476
2011;67785;"Excelente";32044
2013;136132;"Ruim";19328
2008;119628;"Ruim";10000
2008;30673;"Bom";38075
2015;116746;"Ruim";20966
2016;185791;"Bom";22054
2019;181086;"Regular";20312
2017;32695;"Excelente";51190
2016;109483;"Bom";34662
2018;192692;"Regular";21278
2012;172416;"Bom";16864
2010;249062;"Regular";10000
2013;73179;"Excelente";50957
2020;123593;"Bom";32303
2019;116236;"Excelente";22474
2016;181090;"Excelente";26681
2021;211690;"Ruim";11831
2011;221624;"Excelente";14531
2022;24735;"Excelente";52616
2005;173968;"Excelente";17915
2023;177436;"Regular";24212
2007;226317;"Bom";19846
2017;9707;"Ruim";47968
2006;46641;"Bom";23907
2011;242338;"Bom";10000
2011;13125;"Bom";48857
2006;239847;"Excelente";18818
2009;178549;"Bom";27844
2005;38791;"Excelente";32006
2007;114250;"Excelente";44132
2007;171019;"Excelente";18529
2012;85898;"Regular";32929
2018;131010;"Bom";34101
2011;144996;"Excelente";34621
2009;245229;"Excelente";10000
2010;39930;"Ruim";19954
2015;160469;"Bom";25198
2007;36280;"Ruim";14614
2024;160406;"Excelente";27142
2022;216628;"Bom";29368
2005;229851;"Excelente";13103
2023;218839;"Regular";16648
2014;220622;"Bom";14718
2016;107487;"Bom";50141
2011;119711;"Regular";27247
2005;225175;"Bom";19230
2018;186887;"Bom";19870
2019;190163;"Excelente";24243
2009;187691;"Excelente";22501
2009;152041;"Excelente";26412
2022;187530;"Excelente";17885
2005;14383;"Regular";33736
2008;124955;"Regular";25903
2024;218823;"Bom";19426
2016;67933;"Excelente";55859
2010;237831;"Bom";10000
2015;133213;"Bom";32441
2012;147116;"Excelente";27384
2019;194364;"Bom";19028
2009;117967;"Excelente";37989
2008;81581;"Ruim";22374
2019;140832;"Bom";25171
2005;165847;"Regular";20316
2011;137093;"Excelente";22657
2015;142059;"Bom";14455
2006;25000;"Bom";25592
2015;95751;"Ruim";19601
2011;57199;"Bom";31132
2005;206949;"Excelente";24296
2022;222681;"Bom";21101
2009;246439;"Bom";15772
2021;119313;"Bom";32776
2011;223983;"Bom";17639
2021;98744;"Excelente";33048
2008;81794;"Ruim";12734
2019;188300;"Excelente";22546
2015;119586;"Ruim";27625
2007;223934;"Regular";15743
2008;104573;"Bom";27417
2015;55404;"Bom";38278
2020;75625;"Excelente";46338
2021;133647;"Regular";22040
2017;206272;"Regular";17741
2018;72254;"Excelente";66816
2014;105806;"Excelente";55068
2015;154004;"Bom";25027
2021;193339;"Regular";27371
2014;233848;"Regular";15519
2010;5060;"Regular";42393
2013;223331;"Regular";13402
2014;154434;"Regular";30416
2021;152431;"Regular";25403
2018;203638;"Bom";19626
2016;115902;"Regular";31766
2017;65086;"Ruim";31385
2005;75732;"Bom";31624
2021;30285;"Regular";33567
2024;11052;"Regular";33031
2008;213971;"Bom";17277
2017;41730;"Bom";41456
2011;20986;"Regular";41734
2008;146412;"Bom";26849
2017;22150;"Bom";46579
2022;23226;"Regular";29441
2024;53357;"Bom";48778
2008;170582;"Bom";24004
2016;32134;"Excelente";54022
2010;173636;"Bom";19986
2014;147597;"Excelente";29326
2019;57684;"Ruim";37423
2018;204368;"Ruim";10000
2008;150754;"Bom";18761
2015;219376;"Regular";10000
2006;184159;"Regular";15564
2013;247200;"Ruim";10000
2012;35512;"Excelente";57436
2011;34756;"Ruim";24985
2016;11391;"Ruim";20126
2016;236011;"Bom";16168
2012;189372;"Ruim";15407
2019;120369;"Bom";31797
2009;222030;"Bom";19342
2009;234146;"Bom";10000
2023;244784;"Bom";13075
2013;7608;"Excelente";53577
2014;170442;"Ruim";11662
2018;47449;"Excelente";51701
2017;20620;"Regular";34520
2007;231245;"Regular";11188
2005;38477;"Excelente";54040
2016;126578;"Bom";32674
2021;83632;"Bom";36203
2020;201164;"Bom";17785
2022;199242;"Excelente";21198
2023;58814;"Bom";36715
2013;158412;"Excelente";18960
2006;54760;"Excelente";39481
2016;109578;"Excelente";26303
2007;110013;"Regular";28774
2005;47872;"Bom";36894
2008;90242;"Excelente";32603
2016;192630;"Excelente";26878
2006;170163;"Excelente";24083
2005;203766;"Excelente";30378
2009;136338;"Regular";18312
2013;209877;"Bom";24236
2006;175585;"Bom";21463
2011;26730;"Bom";60043
2016;60544;"Excelente";56134
2012;203807;"Bom";19789
2006;9385;"Bom";30315
2010;30026;"Bom";38035
2006;100847;"Regular";21422
2017;167436;"Excelente";26696
2022;171439;"Bom";28786
2013;220551;"Bom";15166
2014;151226;"Bom";25398
2008;67721;"Excelente";36975
2009;60412;"Bom";23344
2018;204729;"Bom";13906
2014;67772;"Excelente";36892
2022;88709;"Excelente";50171
2006;152653;"Bom";24174
2014;157671;"Bom";24028
2018;58599;"Ruim";23748
2017;247061;"Bom";20242
2020;76100;"Regular";29272
2009;119969;"Bom";23834
2012;122864;"Bom";37159
2012;59103;"Excelente";63450
2007;227568;"Excelente";17059
2007;88436;"Excelente";38816
2020;129259;"Bom";27220
2007;88901;"Excelente";42251
2019;119750;"Ruim";31378
2023;195657;"Bom";17349
2021;91175;"Ruim";21246
2007;33694;"Excelente";40147
2023;226046;"Regular";20394
2005;69736;"Excelente";29513
2013;74466;"Ruim";22334
2022;198818;"Regular";30091
2024;45018;"Excelente";78527
2016;140097;"Bom";22073
2022;39022;"Bom";38313
2005;248362;"Excelente";14169
2020;190950;"Ruim";17760
2019;151312;"Regular";28349
2013;28188;"Bom";33949
2014;65950;"Regular";33185
2019;32933;"Bom";46727
2006;45415;"Excelente";26939
2017;39329;"Bom";38577
2022;224648;"Excelente";19387
2024;237656;"Regular";12722
2015;58215;"Ruim";23620
2010;207632;"Ruim";10747
2024;142323;"Bom";33920
2024;236209;"Regular";10000
2008;69123;"Excelente";45955
2009;79054;"Bom";35580
2022;221015;"Bom";18507
2010;119037;"Bom";26032
2022;189690;"Regular";18154
2005;100893;"Bom";30043
2013;137127;"Excelente";35254
2010;158904;"Regular";11139
2022;232803;"Bom";14324
2011;188637;"Regular";27932
2020;19639;"Bom";49671
2017;211285;"Bom";13938
2013;114763;"Excelente";34011
2008;243445;"Bom";16769
2009;28132;"Excelente";58879
2010;163798;"Ruim";11039
2022;150085;"Bom";25010
2024;82030;"Excelente";52080
2020;203212;"Bom";28209
2014;59581;"Bom";33753
2011;161937;"Excelente";20936
2018;127420;"Excelente";36170
2013;52887;"Bom";45517
2020;242757;"Bom";13070
2005;95351;"Ruim";11936
2019;174354;"Excelente";34716
2010;76020;"Ruim";23273
2014;7152;"Bom";40245
2007;85481;"Bom";34066
2014;42032;"Bom";54557
2022;107466;"Bom";29888
2005;22973;"Excelente";49914
2014;193001;"Excelente";17725
2015;205019;"Excelente";20445
2015;42531;"Bom";51750
2019;78423;"Excelente";57873
2017;84540;"Regular";29949
2012;64844;"Excelente";33825
2016;230931;"Excelente";17228
2018;217420;"Regular";10000
2011;198991;"Regular";13644
2014;32922;"Bom";55875
2009;200174;"Regular";10389
2012;214621;"Bom";19920
2015;227079;"Bom";14327
2008;153655;"Ruim";16062
2020;154224;"Regular";26565
2009;131593;"Ruim";15629
2014;207192;"Excelente";29312
2006;232673;"Bom";15639
2012;77507;"Regular";29214
2016;55142;"Excelente";64833
2011;36207;"Regular";34789
2023;39963;"Bom";51262
2009;46833;"Bom";32955
2009;186048;"Regular";12073
2011;58036;"Excelente";56489
2009;228652;"Bom";19340
2022;19198;"Bom";52334
2015;188471;"Regular";19222
2011;213473;"Bom";20120
2019;33455;"Excelente";47884
2017;65109;"Bom";54116
2009;75645;"Bom";35420
2022;14437;"Bom";45632
2022;239018;"Bom";12744
2017;39145;"Excelente";40258
2005;196746;"Bom";14720
2010;34877;"Bom";28777
2009;131492;"Bom";24805
2010;11828;"Bom";45365
2015;96649;"Ruim";21310
2005;168288;"Ruim";11540
2014;132286;"Regular";19534
2023;149904;"Bom";27437
2014;16606;"Bom";46266
2019;14292;"Ruim";21393
2005;193252;"Regular";12644
2009;236831;"Bom";10000
2015;239105;"Bom";14723
2008;65647;"Regular";36291
2014;35853;"Bom";33513
2020;80948;"Regular";39290
2017;167750;"Bom";26571
2016;83035;"Bom";34724
2022;185369;"Bom";21181
2020;6231;"Excelente";70129
2023;40515;"Bom";39596
2023;157828;"Bom";25130
2006;239497;"Bom";12251
2020;107872;"Excelente";30468
2017;141920;"Regular";30263
2009;95308;"Bom";34666
2007;162927;"Ruim";15399
2022;190921;"Regular";23788
2017;12039;"Excelente";72542
2023;157725;"Regular";26110
2022;190742;"Bom";31416
2024;68429;"Bom";34968
2021;227942;"Bom";10000
2014;96982;"Bom";45294
2005;164395;"Regular";18508
2017;18561;"Excelente";59288
2022;27983;"Bom";55522
2009;249453;"Excelente";12965
2007;90823;"Regular";25383
2017;40323;"Regular";35740
2017;40817;"Ruim";25590
2010;63403;"Excelente";34712
2006;49867;"Ruim";23071
2015;237567;"Ruim";10259
2024;236595;"Excelente";18553
2022;159787;"Ruim";20952
2015;160438;"Ruim";16966
2007;27429;"Excelente";48411
2009;157712;"Bom";16575
2020;173834;"Bom";20301
2017;26966;"Excelente";70691
2024;69307;"Ruim";22044
2021;95248;"Bom";39635
2016;103755;"Bom";37302
2017;115130;"Excelente";29507
2010;205382;"Excelente";17630
2012;33312;"Regular";38400
2012;43350;"Bom";37893
2023;185882;"Regular";26122
2023;50889;"Bom";38365
2009;43284;"Bom";35536
2005;133085;"Bom";20597
2006;127433;"Bom";29815
2018;29012;"Excelente";38982
2018;48717;"Excelente";52129
2015;124903;"Bom";29298
2023;221309;"Excelente";23564
2014;19646;"Excelente";43225
2008;107156;"Bom";25993
2018;58983;"Excelente";57480
2008;48072;"Bom";38370
2016;243832;"Bom";18211
2017;117353;"Regular";14355
2013;180108;"Bom";24131
2023;209692;"Ruim";18803
2009;112626;"Excelente";26608
2015;165998;"Excelente";24903
2022;35163;"Bom";52730
2011;106793;"Excelente";25338
2012;197711;"Bom";18380
2020;91847;"Excelente";42875
2018;40094;"Excelente";70181
2015;131406;"Ruim";28104
2009;79449;"Bom";47540
2014;202900;"Bom";22588
2008;40092;"Ruim";20147
2012;110765;"Bom";22770
2020;68713;"Excelente";46168
2020;28505;"Excelente";53010
2016;199323;"Regular";21488
2017;221580;"Regular";11432
2022;69836;"Regular";41169
2013;68396;"Excelente";43040
2010;233347;"Ruim";10000
2013;186160;"Ruim";10901
2018;150150;"Regular";24661
2009;173193;"Excelente";28889
2023;126738;"Bom";29439
2018;35215;"Excelente";42542
2013;28096;"Excelente";39716
2011;223068;"Excelente";15096
2018;159677;"Bom";19184
2005;125610;"Bom";30472
2022;118407;"Excelente";41507
2015;73930;"Regular";41317
2024;186558;"Bom";29309
2007;91368;"Bom";23101
2007;45717;"Excelente";32590
2011;54045;"Regular";38666
2024;238641;"Regular";13366
2021;230972;"Ruim";10000
2022;161694;"Bom";22911
2023;118812;"Regular";25461
2021;47522;"Bom";34689
2019;165528;"Excelente";32293
2008;133318;"Excelente";40035
2006;206074;"Excelente";14957
2007;137126;"Regular";22527
2011;161126;"Bom";22259
2016;158664;"Bom";20512
2005;11801;"Bom";33657
2022;24254;"Excelente";49771
2006;178651;"Ruim";10000
2010;201592;"Bom";27116
2018;73493;"Excelente";44275
2013;47478;"Regular";38729
2008;28705;"Excelente";50034
2008;78981;"Excelente";51051
2016;55323;"Regular";21388
2019;176522;"Regular";22659
2008;82317;"Ruim";15016
2018;87375;"Ruim";24989
2007;61198;"Bom";24882
2022;110588;"Excelente";54524
2022;109077;"Bom";42959
2008;53524;"Excelente";33131
2010;232585;"Regular";11481
2005;54599;"Excelente";30788
2015;242103;"Regular";10000
2010;183179;"Regular";16979
2010;19995;"Bom";35071
2019;209656;"Regular";11721
2016;89572;"Bom";44771
2019;35353;"Excelente";47095
2015;94958;"Excelente";47663
2016;63231;"Ruim";25748
2013;102070;"Bom";25358
2016;68156;"Ruim";20373
2015;162125;"Bom";26489
2012;15911;"Ruim";22284
2015;184874;"Bom";21641
2019;106493;"Bom";37004
2007;80193;"Ruim";21463
2018;150706;"Excelente";32560
2023;17681;"Bom";50145
2023;123015;"Excelente";44510
2015;147460;"Excelente";29431
2020;96515;"Excelente";54388
2021;202534;"Excelente";27891
2012;186111;"Regular";11167
2018;49007;"Ruim";21164
2005;249246;"Excelente";10000
2019;194266;"Excelente";18732
2012;7476;"Ruim";20541
2020;75834;"Bom";36662
2021;14692;"Excelente";77446
2017;46403;"Bom";39103
2019;153218;"Excelente";33315
2018;37822;"Bom";41986
2008;233063;"Regular";10000
2013;220826;"Bom";17582
2013;19574;"Regular";46271
2016;188440;"Excelente";18434
2005;117350;"Regular";20902
2009;136312;"Bom";30835
2022;223440;"Excelente";20722
2013;214164;"Excelente";12613
2017;203944;"Bom";16594
2009;49961;"Ruim";22687
2019;138161;"Excelente";40609
2006;235946;"Regular";10000
2013;131246;"Regular";20672
2012;13072;"Excelente";69845
2011;183906;"Excelente";31350
2024;36746;"Bom";57782
2011;106600;"Regular";17925
2018;155514;"Regular";20090
2022;237967;"Regular";12921
2023;23552;"Excelente";50661
2010;75705;"Regular";19583
2022;93428;"Excelente";39928
2020;66164;"Ruim";44982
2015;200051;"Regular";17847
2013;207976;"Excelente";19700
2023;102409;"Regular";39426
2014;166519;"Regular";14830
2011;78863;"Excelente";40520
2023;226443;"Regular";13924
2024;246834;"Bom";17303
2007;9176;"Excelente";40725
2010;214217;"Excelente";22652
2023;113723;"Regular";29970
2005;35795;"Bom";42793
2016;88963;"Excelente";33987
2021;33968;"Bom";29721
2017;91883;"Excelente";35842
2011;229431;"Regular";10000
2007;212939;"Bom";17906
2013;110319;"Excelente";43514
2024;24645;"Bom";53641
2005;207713;"Bom";14538
2010;139934;"Bom";22667
2012;199045;"Regular";16658
2015;218858;"Regular";16961
2009;230432;"Ruim";14957
2009;190883;"Excelente";20018
2018;129370;"Bom";19812
2012;13389;"Regular";31468
2024;111035;"Bom";28542
2024;79426;"Regular";23510
2020;127691;"Bom";51580
2019;45176;"Bom";35156
2021;194301;"Excelente";30840
2013;48450;"Bom";31410
2009;214823;"Excelente";17828
2015;52259;"Ruim";29080
2022;113528;"Bom";40562
2023;191912;"Excelente";33434
2020;148641;"Excelente";37262
2023;41316;"Excelente";58780
2009;189498;"Regular";20248
2007;198067;"Excelente";21702
2015;17062;"Excelente";54781
2013;130243;"Regular";12682
2014;172297;"Bom";18771
2014;33318;"Bom";42504
2008;143778;"Regular";27249
2024;151444;"Bom";35528
2012;29925;"Regular";26084
2011;218779;"Regular";20798
2024;217805;"Bom";18029
2020;161853;"Excelente";27263
2005;238183;"Bom";10000
2019;209082;"Regular";16778
2018;70706;"Excelente";36615
2015;163602;"Bom";33899
2015;81507;"Excelente";34930
2024;139991;"Excelente";34111
2024;167905;"Excelente";29214
